volume1,volume2,volume3,volume4,volume5,returns1,returns2,returns3,returns4,returns5,sma1,sma2,sma3,sma4,sma5,lma1,lma2,lma3,lma4,lma5,rsi1,rsi2,rsi3,rsi4,rsi5,atr1,atr2,atr3,atr4,atr5,trades1,trades2,trades3,trades4,trades5,monday,roll,chicago,flag2,trend_boostDT,trend_boostDTprob,trend_TCdeep,trend_TCdeepprob,trend_NN,trend_NNprob,flag1,range_boostDT,range_boostDTprob,range_TCdeep,range_TCdeepprob,range_NN,range_NNprob
60,55,119,86,98,0.000504159325022346,0,0.00075576272648803,0.00100679595718045,0.00025154068803257,39.62,39.631,39.641,39.659,39.6700000000001,39.5920833333333,39.5956666666666,39.5991666666666,39.6030833333333,39.6074166666666,60.4396133423693,60.4396133423693,66.7442139098504,73.600408914457,75.164896434492,0.0300000000000011,0.0300000000000011,0.0800000000000054,0.0399999999999991,0.0399999999999991,36,28,49,40,44,1,1,1,notrend,notrend,0.44480162858963,trend,0.588331758975983,notrend,0.489977329969406,range,range,0.586477041244507,range,0.552902579307556,norange,0.404831409454346
46,14,36,22,94,0,0.000253517557448735,-0.0005070994023475,-0.000507356682623694,-0.000507614224097619,39.4570000000001,39.4550000000002,39.4540000000002,39.4490000000002,39.4430000000002,39.53825,39.53825,39.538,39.5379166666667,39.5376666666667,42.9560266687719,50.9138400416319,37.9668520995539,28.9646090141668,22.4566908694204,0.0300000000000011,0.0200000000000031,0.0300000000000011,0.0200000000000031,0.0399999999999991,11,9,17,13,38,0,1,1,notrend,notrend,0.102202877402306,notrend,0.276393264532089,notrend,0.125173762440681,range,range,0.91752427816391,range,0.749727308750153,range,0.766645550727844
13,1,3,4,3,-0.000250972519826309,0.000752728676865821,-0.00025084660861463,0.000752351132666362,0.000501253143327052,39.9010000000001,39.8940000000001,39.8860000000001,39.8810000000001,39.8800000000001,39.9529166666666,39.9521666666666,39.9513333333332,39.9506666666666,39.9501666666666,8.10792818594243,40.0551138198769,35.0856151537257,55.3825604930431,64.4417448009355,0.0300000000000011,0.029999999999994,0.00999999999999801,0.0300000000000011,0.019999999999996,5,1,2,3,2,0,1,0,notrend,notrend,0.0183203537017107,notrend,0.354152530431747,notrend,0.205110460519791,range,range,0.98684823513031,range,0.734033644199371,range,0.833190679550171
2,3,6,5,2,0.000259437023117925,0,0,0,0.000259369733006665,38.5370000000002,38.5380000000002,38.5400000000002,38.5430000000002,38.5470000000002,38.5475833333334,38.5471666666667,38.54675,38.5462500000001,38.5458333333334,62.5083327517027,62.5083327517027,62.5083327517027,62.5083327517027,75.4428341127242,0.00999999999999801,0,0.00999999999999801,0,0.0100000000000051,2,2,4,4,1,0,1,0,notrend,notrend,0.0226590540260077,notrend,0.238125175237656,notrend,0.208192974328995,range,range,0.983518898487091,range,0.760279655456543,range,0.745097041130066
52,43,7,10,25,-0.00101755287334981,0.000508905863400688,0,0,-0.000508905863400688,39.3140000000002,39.3120000000003,39.3130000000003,39.3090000000002,39.3050000000002,39.5516666666666,39.5484166666666,39.54525,39.5421666666666,39.5389166666666,40.7368531902292,50.5693761697603,50.5693761697603,50.5693761697603,38.812282616119,0.0499999999999972,0.0399999999999991,0.0100000000000051,0.0100000000000051,0.0300000000000011,33,25,5,4,14,1,1,0,notrend,notrend,0.0338910929858685,notrend,0.269812166690826,notrend,0.124982327222824,range,range,0.974710464477539,range,0.774904191493988,range,0.71265310049057
385,248,147,84,197,0.00135226525001331,-0.000270306799861508,-0.001352631073269,0.000541272002389626,-0.000270599379272429,36.865,36.884,36.901,36.918,36.925,36.6015,36.60475,36.608,36.61175,36.6151666666666,81.3241001249539,77.589354299948,60.5860109966623,64.4001024400545,60.804305000066,0.0800000000000054,0.0700000000000003,0.0900000000000034,0.0300000000000011,0.0399999999999991,129,76,63,45,80,0,1,1,trend,notrend,0.168370798230171,trend,0.583603620529175,notrend,0.132743790745735,norange,range,0.858319699764252,range,0.605572462081909,range,0.642183363437653
55,29,31,31,51,-0.00110192848615664,-0.00110314407215739,0,-0.000828157397228857,-0.00138178825357427,36.286,36.28,36.274,36.27,36.259,36.2351666666667,36.2348333333333,36.2346666666667,36.2329166666667,36.23125,47.2286943176072,36.7190717727848,36.7190717727848,29.3914397114302,20.8967206204566,0.0900000000000034,0.0599999999999952,0.0200000000000031,0.0399999999999991,0.0500000000000043,37,16,25,24,35,0,1,1,notrend,notrend,0.479674428701401,trend,0.641349673271179,notrend,0.346472173929214,range,range,0.550148069858551,range,0.706548273563385,range,0.773918688297272
3,4,1,0,1,-0.000287315042919012,-0.000287397616578033,-0.000287480237713744,0,0.000574877854291778,34.7989999999999,34.7979999999999,34.7959999999999,34.7949999999999,34.7959999999999,34.7998333333334,34.7998333333334,34.7997500000001,34.7996666666667,34.7997500000001,49.8337716993936,35.6854839766957,26.4925512222311,26.4925512222311,58.462136151171,0.0100000000000051,0.00999999999999801,0.00999999999999801,0,0.019999999999996,2,4,1,0,1,0,0,0,notrend,notrend,0.138792648911476,notrend,0.255171954631805,trend,0.586113333702087,range,range,0.885159254074097,norange,0.273732900619507,range,0.598843395709991
50,32,14,12,14,0.000503905276472594,0,0,-0.000251920898171054,0,39.6900000000002,39.6910000000002,39.6890000000002,39.6880000000002,39.6880000000002,39.6496666666667,39.6504166666667,39.65125,39.6520833333333,39.65275,58.164923556004,58.164923556004,58.164923556004,45.0558148905112,45.0558148905112,0.0300000000000011,0.0100000000000051,0.0100000000000051,0.0100000000000051,0.0200000000000031,33,20,10,7,8,0,1,0,notrend,notrend,0.0021352048497647,notrend,0.230927586555481,notrend,0.181028112769127,range,range,0.998647093772888,range,0.731147289276123,range,0.784372329711914
7,10,5,21,49,-0.000259841498149171,0,0.00051961549623325,0.000259706533078941,0.00129752191552734,38.5010000000001,38.4960000000001,38.4950000000001,38.4950000000001,38.4980000000001,38.6126666666667,38.6115833333333,38.61075,38.61,38.60975,23.0727626784462,23.0727626784462,45.9671699096923,54.2820533263813,76.4390640468581,0.0100000000000051,0.0300000000000011,0.0200000000000031,0.019999999999996,0.0900000000000034,6,7,2,12,30,0,1,0,notrend,notrend,9.0192406787537E-05,notrend,0.158738985657692,notrend,0.0818092003464699,range,range,0.999952137470245,range,0.871858656406403,range,0.851140916347504
1264,673,867,359,652,-0.000973236086552198,0,0.000486736441831948,-0.000243338606870758,-0.000486854926851077,40.9860000000003,40.9980000000003,41.0130000000003,41.0240000000003,41.0380000000003,40.7364166666667,40.7410833333333,40.746,40.75075,40.7553333333333,67.9497668470095,67.9497668470095,71.0744687029918,67.0779890473368,58.9722625398424,0.0600000000000023,0.0600000000000023,0.0499999999999972,0.029999999999994,0.0500000000000043,462,233,322,168,234,0,1,1,notrend,trend,0.647125363349915,notrend,0.385671973228455,trend,0.507877588272095,range,norange,0.371745198965073,range,0.565099358558655,range,0.91919869184494
3,0,2,1,4,-0.00103707554018895,0,0.000518672210798155,-0.000518672210798155,-0.000259437023117925,38.5700000000001,38.5710000000001,38.5720000000001,38.5660000000001,38.5610000000001,38.5924166666667,38.5919166666667,38.5915,38.5906666666667,38.5895833333333,44.8967512829431,44.8967512829431,54.7342312505006,44.9303760928692,40.4974938762551,0.0400000000000063,0.0100000000000051,0.0200000000000031,0.0200000000000031,0.00999999999999801,2,0,1,1,4,0,1,0,trend,trend,0.734612345695496,notrend,0.272709041833878,notrend,0.386597096920013,norange,norange,0.27700874209404,range,0.704353809356689,range,0.558464705944061
1,1,1,27,5,-0.000241341861916933,0.000241341861916933,-0.000241341861916933,0,0.000241341861916933,41.4420000000003,41.4420000000003,41.4400000000003,41.4390000000003,41.4380000000003,41.4553333333333,41.4557499999999,41.4559999999999,41.4559999999999,41.4561666666666,25.7508658688613,48.754013723205,35.3634092944238,35.3634092944238,54.1678489775577,0.00999999999999801,0.00999999999999801,0.00999999999999801,0,0.00999999999999801,1,1,1,14,5,0,1,0,notrend,notrend,0.0013678619870916,notrend,0.209279075264931,notrend,0.126179069280624,range,range,0.99915474653244,range,0.760137379169464,range,0.879768908023834
1,4,3,0,1,0.000574052828623106,0.000286902885342055,-0.000573888107572529,0,-0.000287067606392633,34.8129999999999,34.8189999999999,34.8229999999999,34.8269999999999,34.8309999999999,34.7988333333334,34.8004166666667,34.8018333333334,34.8033333333334,34.8045833333334,90.100677712263,92.1679214143986,61.0195480422646,61.0195480422646,48.7212648612816,0.0200000000000031,0.00999999999999801,0.019999999999996,0.00999999999999801,0.0100000000000051,1,4,2,0,1,0,0,0,notrend,trend,0.775165438652039,notrend,0.299400299787521,trend,0.86029726266861,range,norange,0.233059912919998,norange,0.271681815385818,norange,0.277137756347656
4,13,4,10,0,0.00173560934514638,-0.000289059114601198,0.000866926798985368,0.00115473453939696,0,34.561,34.56,34.563,34.573,34.583,34.6190000000001,34.6184166666667,34.6180833333334,34.6180833333334,34.6181666666667,73.9933461764065,64.5368755630629,75.8525264324149,84.1133554647785,84.1133554647786,0.0600000000000023,0.0300000000000011,0.029999999999994,0.0399999999999991,0.0399999999999991,4,9,4,5,0,0,0,0,notrend,notrend,0.01614192686975,notrend,0.290705800056458,notrend,0.357229232788086,range,range,0.988501012325287,range,0.712181508541107,range,0.6977459192276
84,125,89,120,97,0.000571428586977341,0.000285591891131975,0,0.0011415526353824,-0.000856042283693181,34.978,34.988,34.995,35.004,35.007,34.8956666666667,34.8985,34.90125,34.9043333333334,34.9071666666667,63.8611833031286,66.4267604148644,66.4267604148644,76.4266109820817,60.0351608092854,0.0500000000000043,0.0300000000000011,0.0499999999999972,0.0600000000000023,0.0399999999999991,39,62,51,70,58,1,0,0,notrend,notrend,0.12917959690094,trend,0.876679301261902,trend,0.573783695697784,range,range,0.893757104873657,norange,0.269268482923508,norange,0.119671829044819
718,237,316,393,199,0,0.000241808730473192,0.000966650631095245,-0.000724900357948588,-0.000725426219697844,41.3750000000003,41.3670000000003,41.3690000000003,41.3670000000003,41.3650000000003,41.2901666666667,41.2919166666667,41.2935833333333,41.2949166666667,41.29575,25.0475961998194,35.0508658667693,60.6959411885641,44.5656475421297,33.6392100075242,0.0600000000000023,0.029999999999994,0.0499999999999972,0.0500000000000043,0.0499999999999972,225,113,106,154,100,0,1,1,trend,notrend,0.121918626129627,notrend,0.386718034744263,notrend,0.331775665283203,norange,range,0.900207877159119,range,0.611746251583099,range,0.52562540769577
149,153,405,253,236,0.000487685939926763,0.000487448218279507,0.000730727105953122,-0.000730727105953122,-0.000487448218279507,40.9720000000002,40.9860000000002,41.0000000000002,41.0110000000002,41.0190000000002,40.9140833333333,40.916,40.9181666666667,40.91975,40.9209166666667,76.2120758876697,81.1321521253852,86.3196153535374,64.6088605429941,53.6200316946124,0.0300000000000011,0.0399999999999991,0.0399999999999991,0.0499999999999972,0.0399999999999991,86,81,197,116,104,1,1,0,notrend,trend,0.817336142063141,notrend,0.312518566846848,notrend,0.14387583732605,range,norange,0.18750636279583,range,0.716683030128479,range,0.722550690174103
99,51,40,40,25,-0.000829990364426436,0.00110650080445751,0,0.000276434003142256,0.000276357608502309,36.147,36.151,36.156,36.164,36.171,36.1168333333333,36.1224166666667,36.1281666666667,36.1340833333333,36.1389166666667,39.378293572483,52.7402672584658,52.7402672584658,56.3346151339047,60.0483722770959,0.0500000000000043,0.0600000000000023,0.0399999999999991,0.0399999999999991,0.019999999999996,31,33,29,28,19,0,1,1,notrend,trend,0.989324569702148,trend,0.815478324890137,trend,0.934005618095398,range,norange,0.00932728499174118,norange,0.0988709107041359,norange,0.178043037652969
2,2,0,1,6,0.000555247099217837,0.000832293015169405,0,-0.000277354044213141,-0.0011101860701741,36.041,36.05,36.047,36.045,36.041,35.8315833333333,35.8351666666666,35.8386666666666,35.8424166666666,35.8458333333333,53.4852035655849,64.6585318240632,64.6585318240632,57.7508985068749,37.9368005759839,0.0200000000000031,0.0300000000000011,0.0200000000000031,0.0100000000000051,0.0599999999999952,2,2,0,1,5,0,1,0,notrend,notrend,0.000713563582394272,notrend,0.17660416662693,notrend,0.0679042413830757,range,range,0.999574840068817,range,0.806693732738495,range,0.957300126552582
7,10,17,3,8,0,0,0,0.000240240241395462,-0.000240240241395462,41.6150000000003,41.6160000000003,41.6180000000003,41.6210000000003,41.6220000000002,41.59075,41.5910833333334,41.5914166666667,41.5919166666667,41.59225,59.944928439733,59.944928439733,59.944928439733,76.1697676404466,50.9470411057658,0.0100000000000051,0.0100000000000051,0.0100000000000051,0.0100000000000051,0.0100000000000051,3,10,8,3,6,0,1,0,notrend,notrend,0.0197356268763542,notrend,0.198097825050354,notrend,0.0859742760658264,range,range,0.985767424106598,range,0.764307498931885,range,0.880946397781372
0,0,0,0,0,0,0,0,0,0,38.4800000000002,38.4800000000002,38.4800000000002,38.4800000000002,38.4800000000002,38.2647499999999,38.2674166666666,38.2697499999999,38.2720833333333,38.2739999999999,39.8358729988777,39.8358729988777,39.8358729988777,39.8358729988778,39.8358729988777,0.0400000000000063,0.0400000000000063,0.0400000000000063,0.0400000000000063,0.0400000000000063,0,0,0,0,0,0,1,0,notrend,notrend,9.05438646441326E-05,notrend,0.265926718711853,notrend,0.288075774908066,range,range,0.999951899051666,range,0.747010827064514,range,0.750889241695404
102,56,62,61,52,0.000851909749094659,-0.000567859186184627,0.000851667901017539,-0.000283808714832912,-0.000567859186184627,35.189,35.193,35.201,35.207,35.21,35.0585833333334,35.06125,35.06425,35.0670833333333,35.0691666666667,67.8857156397716,56.1176016802548,66.7005552624565,60.7333285185786,49.8350446803328,0.0599999999999952,0.0399999999999991,0.0499999999999972,0.0300000000000011,0.019999999999996,65,34,36,32,19,1,0,1,trend,trend,0.97840291261673,trend,0.858118712902069,trend,0.910807073116302,norange,norange,0.019647940993309,range,0.654519855976105,norange,0.154359877109528
1025,1153,707,1164,832,-0.00170544565638941,-0.000975847845188227,0.000975847845188227,-0.00341964182778209,0.000244648319263518,40.9820000000003,40.9750000000003,40.9720000000003,40.9580000000003,40.9570000000003,41.1025833333334,41.09925,41.0963333333334,41.0924166666667,41.0885833333334,53.8481444350349,46.1398376746877,54.1599980107376,33.0850827242161,35.2835696743184,0.0799999999999983,0.109999999999999,0.0700000000000003,0.149999999999999,0.0700000000000003,369,429,297,500,316,0,1,0,trend,notrend,0.0222972799092531,notrend,0.354034304618835,trend,0.884186744689941,norange,range,0.983798265457153,range,0.700151860713959,range,0.774664461612701
4,2,1,0,5,0,0,0.000275065329749857,0,0,36.367,36.366,36.366,36.362,36.358,36.3730833333333,36.37375,36.3744166666667,36.3750833333333,36.3756666666667,25.0518936365164,25.0518936365164,42.4976432979762,42.4976432979762,42.4976432979762,0.019999999999996,0,0.00999999999999801,0,0.019999999999996,4,2,1,0,5,0,1,0,notrend,notrend,0.00295062246732414,notrend,0.257273435592651,notrend,0.144566565752029,range,range,0.99809592962265,range,0.757136762142181,range,0.823817670345306
107,59,68,46,72,0.00167084416481744,-0.00111358586117971,0.00083530563119405,-0.000556792887435709,-0.000835771047396072,35.901,35.891,35.887,35.889,35.889,36.10825,36.1055,36.1030833333334,36.1006666666667,36.0975833333334,62.2180778388318,46.9936273329702,56.704883101723,49.3394169715262,39.8498233879439,0.0800000000000054,0.0399999999999991,0.0499999999999972,0.0200000000000031,0.0500000000000043,55,46,32,32,46,0,1,0,notrend,trend,0.967170834541321,notrend,0.321870386600494,notrend,0.279200464487076,range,norange,0.0305989049375057,range,0.752344727516174,range,0.817662000656128
75,40,35,44,61,0.00174367960482646,0.000870700969243909,-0.000580383069106016,-0.000290317900137893,0,34.3869999999999,34.3989999999999,34.4049999999999,34.4049999999999,34.4119999999999,34.6981666666667,34.6953333333334,34.692,34.6890833333334,34.68675,62.8750583439213,67.6433310277615,61.2348797115103,57.8836500385922,57.8836500385922,0.120000000000005,0.109999999999999,0.0600000000000023,0.0399999999999991,0.0700000000000003,47,34,27,29,36,0,0,1,trend,trend,0.7163325548172,trend,0.879277765750885,trend,0.665079712867737,norange,norange,0.296830832958221,norange,0.212718933820724,norange,0.465824395418167
62,25,5,2,4,-0.000274461371285284,0,0.000274461371285284,0,0.000274386062909748,36.4410000000001,36.4390000000001,36.4390000000001,36.4390000000001,36.4410000000001,36.4483333333332,36.4490833333332,36.4496666666665,36.4500833333332,36.4504999999999,30.6650671911779,30.6650671911779,51.3484955284906,51.3484955284906,66.3457245435668,0.00999999999999801,0,0.00999999999999801,0.00999999999999801,0.0300000000000011,39,14,5,2,4,0,1,0,notrend,notrend,0.0414532385766506,notrend,0.261024653911591,notrend,0.155691534280777,range,range,0.968654692173004,range,0.765262246131897,range,0.783559203147888
8,16,54,67,123,-0.000828614879615941,-0.000552791611644565,0.000276434003142256,0.00165700120762979,0,36.2369999999999,36.2309999999999,36.2239999999999,36.2219999999999,36.2219999999999,36.0630833333334,36.0639166666667,36.0644166666667,36.0661666666667,36.0680833333334,37.9476186248615,33.1239926075277,37.9444671214825,59.4034782673709,59.4034782673709,0.0300000000000011,0.0300000000000011,0.0399999999999991,0.0700000000000003,0.0600000000000023,7,13,28,43,65,0,1,0,notrend,notrend,0.0108022456988692,notrend,0.304837554693222,notrend,0.291061639785767,range,range,0.99248743057251,range,0.773614466190338,range,0.828238189220428
90,36,106,44,23,0,0,0.000250031255209393,0.00024996875520733,-0.00024996875520733,40.0260000000002,40.0190000000002,40.0100000000002,40.0030000000002,39.9980000000002,40.1059166666667,40.1055,40.10525,40.1050833333333,40.1043333333333,24.8819470291258,24.8819470291258,37.7989988470792,48.6014050077774,40.0914855125348,0.0300000000000011,0.00999999999999801,0.0600000000000023,0.0300000000000011,0.0300000000000011,41,20,48,23,14,0,1,1,notrend,notrend,0.0170027818530798,notrend,0.416033893823624,notrend,0.450279861688614,range,range,0.987849533557892,range,0.65590363740921,range,0.502983868122101
21,137,102,156,63,-0.000241167250656371,0,-0.000482509056405789,0.00024128363007625,0,41.4720000000003,41.4680000000003,41.4630000000003,41.4590000000003,41.4500000000003,41.3983333333333,41.39925,41.39975,41.4001666666666,41.4005,47.5208714141235,47.5208714141235,38.065320577625,44.7799136694228,44.7799136694228,0.00999999999999801,0.019999999999996,0.0200000000000031,0.0200000000000031,0.0200000000000031,15,64,46,67,30,0,1,1,notrend,notrend,0.000125875099911354,notrend,0.200994491577148,notrend,0.134294301271439,range,range,0.999931931495667,range,0.752517580986023,range,0.850919902324677
3,22,1,2,33,-0.000500751137153976,-0.00025046963186659,0,0.00025046963186659,0.000500751137153976,39.9370000000001,39.9360000000001,39.9330000000001,39.9310000000001,39.9310000000001,39.95,39.9494166666667,39.9491666666667,39.9490833333333,39.9491666666667,39.7875922530364,33.926515011377,33.926515011377,45.8438224013934,62.4147956132687,0.0200000000000031,0.00999999999999801,0,0.00999999999999801,0.0200000000000031,3,7,1,2,5,0,1,0,notrend,notrend,0.0555481053888798,notrend,0.217367142438889,notrend,0.3177370429039,range,range,0.957149982452393,range,0.749259531497955,range,0.768480837345123
1249,607,359,1252,936,0,-0.00073864339194829,0,-0.00123228604626524,0.00098595028938453,40.6530000000002,40.6450000000002,40.6390000000002,40.6240000000002,40.6150000000002,41.01475,41.01125,41.00775,41.0038333333334,41.00025,36.6588640509026,28.6784186811319,28.6784186811319,18.5982272966374,39.4187621816097,0.0700000000000003,0.0399999999999991,0.019999999999996,0.0799999999999983,0.0500000000000043,366,255,138,438,348,0,1,0,notrend,notrend,0.0215998496860266,notrend,0.267180949449539,trend,0.876714587211609,range,range,0.984335958957672,range,0.786385715007782,range,0.748177111148834
3,1,0,9,4,0.000503397946698847,-0.000503397946698847,0,0,-0.000251794033811592,39.7230000000001,39.7220000000001,39.7210000000001,39.7210000000001,39.7210000000001,39.7419166666666,39.7417499999999,39.7415833333333,39.7414166666666,39.7410833333333,64.5535134384736,44.9438538308418,44.9438538308418,44.9438538308418,35.1862411202872,0.0200000000000031,0.0200000000000031,0,0.0200000000000031,0.019999999999996,2,1,0,4,4,0,1,0,trend,notrend,0.136054515838623,notrend,0.230525076389313,notrend,0.336210966110229,norange,range,0.887614727020264,range,0.738574266433716,range,0.752658724784851
202,427,366,271,105,0.00202994233623732,0.00101342800667448,-0.0030433703429118,0,0.000761711348241878,39.2920000000001,39.3180000000001,39.3410000000001,39.3620000000001,39.3750000000001,39.7933333333333,39.7895,39.7849166666666,39.7798333333333,39.77425,82.6180323546376,85.6155645953667,52.450259471853,52.450259471853,58.4597872717035,0.140000000000001,0.100000000000001,0.130000000000003,0.0499999999999972,0.0599999999999952,91,157,155,102,78,0,1,0,trend,trend,0.781782269477844,notrend,0.365139216184616,trend,0.640102922916412,norange,norange,0.22589847445488,range,0.560604393482208,range,0.521054446697235
4,3,24,10,19,0.000258631839020751,-0.000517330585774634,0.000517330585774634,0.000258564965887942,-0.000775895551662575,38.6920000000002,38.6840000000002,38.6780000000002,38.6750000000002,38.6710000000002,38.9363333333333,38.9335,38.9308333333333,38.9281666666667,38.9253333333333,28.1013939457469,20.8868341981639,39.7822572190565,47.452052820314,32.3459921357372,0.0100000000000051,0.0200000000000031,0.0200000000000031,0.00999999999999801,0.0300000000000011,4,3,19,6,12,0,1,0,notrend,notrend,0.0204150211066008,notrend,0.229435980319977,notrend,0.113186255097389,range,range,0.985246777534485,range,0.757392048835754,range,0.804192841053009
6,3,28,3,2,0.00028814292088164,0.000576036882287578,0.00115107926378766,0.000575043144080301,0.000287397616578033,34.6989999999998,34.7029999999998,34.7109999999998,34.7199999999998,34.7299999999998,34.798,34.7978333333333,34.7981666666666,34.7986666666666,34.7991666666666,73.2981073180077,86.9283895311294,94.1846943588122,95.6577557576626,96.2398271941427,0.00999999999999801,0.019999999999996,0.0600000000000023,0.019999999999996,0.00999999999999801,4,3,17,3,2,0,0,0,trend,notrend,0.22857429087162,notrend,0.325827240943909,notrend,0.281122177839279,norange,range,0.802087783813477,range,0.726122856140137,range,0.693606793880463
27,1,17,14,5,0.000560538131268551,-0.000840925067074672,0,0,0,35.667,35.67,35.672,35.671,35.671,36.0093333333333,36.0055,36.0016666666667,35.9976666666667,35.9935833333333,58.3520763949207,43.8853974788063,43.8853974788062,43.8853974788062,43.8853974788063,0.0300000000000011,0.0300000000000011,0.0200000000000031,0.0300000000000011,0.00999999999999801,19,1,8,12,2,0,1,0,notrend,trend,0.990312397480011,notrend,0.328427016735077,trend,0.793633222579956,range,norange,0.00841750949621201,range,0.723924100399017,norange,0.375898897647858
2,2,2,1,4,0.00113058237028607,0,-0.000847816922339373,-0.000282765447946698,0.000282765447946698,35.361,35.366,35.367,35.368,35.37,35.5105833333333,35.50925,35.5068333333333,35.5041666666667,35.502,87.8329940331281,87.8329940331281,48.2801470510991,40.7956468176881,50.2263465512957,0.0399999999999991,0,0.0300000000000011,0.00999999999999801,0.00999999999999801,2,1,2,1,4,0,1,0,notrend,notrend,0.00124045729171485,notrend,0.302171468734741,trend,0.816942632198334,range,range,0.999237656593323,range,0.733839869499207,norange,0.348379641771317
1,0,0,0,0,-0.000578871217322696,0,0,0,0,34.591,34.583,34.575,34.568,34.561,34.6260833333334,34.6245833333334,34.6228333333334,34.6211666666667,34.6196666666667,7.34407098347827,7.34407098347827,7.34407098347827,7.34407098347827,7.34407098347827,0.0200000000000031,0,0,0,0,1,0,0,0,0,0,0,0,trend,trend,0.999967098236084,trend,0.689899325370789,trend,0.945644915103912,norange,norange,2.07963821594603E-05,norange,0.49482461810112,norange,0.248677045106888
162,80,113,120,88,-0.000997009055668574,0.00049862878121143,-0.00049862878121143,-0.000498877535914044,-0.000249532128556051,40.0790000000002,40.0970000000002,40.1070000000002,40.1120000000003,40.1080000000002,40.056,40.05475,40.053,40.0509166666667,40.0489166666667,58.0778994934956,63.1540985142339,55.0125411321591,47.524418692476,43.8748072285211,0.0699999999999932,0.029999999999994,0.0399999999999991,0.0300000000000011,0.0500000000000043,73,47,45,36,57,0,1,1,trend,notrend,0.0560632012784481,notrend,0.309759616851807,notrend,0.296255022287369,norange,range,0.956724762916565,range,0.706465244293213,range,0.754863619804382
9,20,12,19,34,0,0.000245609727379748,-0.000245609727379748,0.000245609727379748,-0.000737010228669011,40.7380000000002,40.7340000000002,40.7290000000002,40.7260000000002,40.7200000000002,40.6841666666667,40.6884166666667,40.6921666666667,40.6953333333333,40.69725,29.7462077894213,41.9916705608055,34.6169662658974,46.1713135377579,28.0171629116906,0.019999999999996,0.019999999999996,0.00999999999999801,0.019999999999996,0.0300000000000011,9,16,8,11,26,0,1,0,notrend,notrend,0.00163796229753643,notrend,0.209263160824776,notrend,0.104834191501141,range,range,0.998977541923523,range,0.761664927005768,range,0.80830192565918
77,80,19,51,54,-0.00212314304807792,0.000265639528723938,-0.00079713037301854,0.00106269935612202,0,37.648,37.652,37.65,37.652,37.652,37.5563333333334,37.5595833333334,37.56225,37.5654166666667,37.5683333333334,49.0730280284549,51.6305185127958,43.6018657409003,55.0042693543948,55.0042693543948,0.0899999999999963,0.0399999999999991,0.0399999999999991,0.0600000000000023,0.0100000000000051,58,45,15,32,29,0,1,1,trend,trend,0.998068571090698,trend,0.787407577037811,trend,0.936628699302673,norange,norange,0.00153228384442627,range,0.567478537559509,norange,0.0704460367560387
11,12,8,5,19,0,-0.000239664470889522,0,0.000239664470889522,0,41.7190000000002,41.7210000000002,41.7230000000002,41.7230000000002,41.7250000000003,41.6854166666666,41.6866666666666,41.6880833333333,41.6894166666666,41.6908333333333,60.5869474883837,47.7977552660644,47.7977552660644,60.3124154584065,60.3124154584065,0.00999999999999801,0.00999999999999801,0,0.00999999999999801,0.019999999999996,8,6,8,3,14,0,1,0,notrend,notrend,0.00511822104454041,notrend,0.205207988619804,notrend,0.236952856183052,range,range,0.996591806411743,range,0.764576971530914,range,0.880648136138916
29,4,22,19,5,-0.000608272524837972,-0.000913103091900069,-0.00121876919412989,0.00213187228602996,-0.000608642745508092,32.9489999999999,32.9369999999999,32.9209999999999,32.912,32.897,33.05625,33.0536666666666,33.0508333333333,33.0485833333333,33.0459166666666,13.1352320391769,10.0584714136129,7.27967438273363,41.7182733050677,36.928506189318,0.0600000000000023,0.0399999999999991,0.0400000000000063,0.0700000000000003,0.019999999999996,20,4,8,12,3,0,0,0,trend,trend,0.990489304065704,notrend,0.455876410007477,trend,0.945774137973785,norange,norange,0.00825515016913414,norange,0.220429122447968,norange,0.0024965051561594
124,46,72,119,55,0,0,-0.000243516377679942,0.000486973469569829,-0.000243457091889887,41.0610000000002,41.0610000000002,41.0610000000002,41.0640000000002,41.0660000000002,41.105,41.1040833333334,41.1033333333334,41.1025833333334,41.1018333333334,61.2002078783367,61.2002078783367,51.3681146159307,65.0811409147321,55.5148881609481,0.0300000000000011,0.0200000000000031,0.0300000000000011,0.0399999999999991,0.019999999999996,65,25,34,43,25,0,1,0,notrend,trend,0.746966600418091,notrend,0.239596486091614,notrend,0.361953973770142,range,norange,0.263613194227219,range,0.709052085876465,range,0.712813496589661
112,218,111,180,154,0.00202275669473995,-0.00151668380944514,0.000505816905068901,-0.000252876471192209,0.0025258917193165,39.5270000000001,39.5380000000001,39.5590000000001,39.5690000000001,39.5810000000001,39.224,39.22675,39.2298333333333,39.2328333333333,39.2366666666667,56.2157188143445,47.7645190108548,50.7791792527226,49.049261604813,64.0274953864081,0.109999999999999,0.170000000000002,0.0799999999999983,0.0600000000000023,0.170000000000002,65,86,72,92,86,0,1,1,notrend,notrend,0.000356869946699589,notrend,0.133086696267128,notrend,0.248483926057816,range,range,0.999795436859131,range,0.892408788204193,range,0.864344537258148
