,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-06 23:55:44.359243,,41.0,,,,
2016-04-06 23:55:44.581178,,,,14.0,,
2016-04-06 23:55:44.581356,,21.0,,,,
2016-04-06 23:55:44.804786,,,,18.0,,
2016-04-06 23:55:44.805097,,8.0,,,,
2016-04-06 23:55:44.805355,,,,17.0,,
2016-04-06 23:55:44.805608,,16.0,,,,
2016-04-06 23:55:45.027481,,,,27.0,,
2016-04-06 23:55:45.027796,,2.0,,,,
2016-04-06 23:55:45.028163,38.93,,,,,
2016-04-06 23:55:45.028245,,79.0,,,,
2016-04-06 23:55:45.028492,,,,29.0,,
2016-04-06 23:55:45.028735,,79.0,,,,
2016-04-06 23:55:45.370913,,,38.92,,,
2016-04-06 23:55:45.371062,,,,1.0,,
2016-04-06 23:55:45.371310,,,,1.0,,
2016-04-06 23:55:45.371566,,71.0,,,,
2016-04-06 23:55:45.594289,,,38.91,,,
2016-04-06 23:55:45.594442,,,,37.0,,
2016-04-06 23:55:45.594701,,,,37.0,,
2016-04-06 23:55:45.594953,,68.0,,,,
2016-04-06 23:55:45.871743,,,38.92,,,
2016-04-06 23:55:45.871856,,,,4.0,,
2016-04-06 23:55:45.872045,,,,4.0,,
2016-04-06 23:55:45.872264,,54.0,,,,
2016-04-06 23:55:46.095282,,,,15.0,,
2016-04-06 23:55:46.095611,,53.0,,,,
2016-04-06 23:55:46.373384,,,,19.0,,
2016-04-06 23:55:46.373806,,2.0,,,,
2016-04-06 23:55:46.596633,,,,,38.93,
2016-04-06 23:55:46.596727,,,,,,1.0
2016-04-06 23:55:46.596927,,17.0,,,,
2016-04-06 23:55:46.597191,,,,17.0,,
2016-04-06 23:55:46.597476,,13.0,,,,
2016-04-06 23:55:46.818991,,,,14.0,,
2016-04-06 23:55:46.819355,,20.0,,,,
2016-04-06 23:55:47.375278,,,,15.0,,
2016-04-06 23:55:47.375414,,14.0,,,,
2016-04-06 23:55:47.598634,,,,18.0,,
2016-04-06 23:55:47.598951,,6.0,,,,
2016-04-06 23:55:47.599211,,,,24.0,,
2016-04-06 23:55:47.599456,,2.0,,,,
2016-04-06 23:55:47.821718,,,,23.0,,
2016-04-06 23:55:48.045062,38.94,,,,,
2016-04-06 23:55:48.045212,,89.0,,,,
2016-04-06 23:55:48.045469,,,,31.0,,
2016-04-06 23:55:48.045727,,89.0,,,,
2016-04-06 23:55:48.780174,,,38.93,,,
2016-04-06 23:55:48.780371,,,,1.0,,
2016-04-06 23:55:48.780730,,,,1.0,,
2016-04-06 23:55:48.781272,,82.0,,,,
2016-04-06 23:55:49.002127,,,,4.0,,
2016-04-06 23:55:49.002458,,41.0,,,,
2016-04-06 23:55:49.225577,,,,16.0,,
2016-04-06 23:55:49.225894,,3.0,,,,
2016-04-06 23:55:49.226144,,,,6.0,,
2016-04-06 23:55:49.226401,,2.0,,,,
2016-04-06 23:55:49.448642,,,,8.0,,
2016-04-06 23:55:49.449610,,,,,,2.0
2016-04-06 23:55:49.449858,,,,5.0,,
2016-04-06 23:55:49.450111,,16.0,,,,
2016-04-06 23:55:49.671786,,,,13.0,,
2016-04-06 23:55:49.672106,,3.0,,,,
2016-04-06 23:55:49.672753,,,,,38.94,
2016-04-06 23:55:49.672834,,,,,,1.0
2016-04-06 23:55:49.673071,,,,,,1.0
2016-04-06 23:55:49.673327,,,,18.0,,
2016-04-06 23:55:49.673569,,2.0,,,,
2016-04-06 23:55:49.894830,38.95,,,,,
2016-04-06 23:55:49.894982,,72.0,,,,
2016-04-06 23:55:49.895238,,,,24.0,,
2016-04-06 23:55:49.895502,,72.0,,,,
2016-04-06 23:55:50.118301,,,,,38.92,
2016-04-06 23:55:50.118393,,,,,,4.0
2016-04-06 23:55:50.118634,,,,,,4.0
2016-04-06 23:55:50.118985,38.94,,,,,
2016-04-06 23:55:50.119065,,23.0,,,,
2016-04-06 23:55:50.119302,,,,1.0,,
2016-04-06 23:55:50.119546,,23.0,,,,
2016-04-06 23:55:50.120011,,,,,38.93,
2016-04-06 23:55:50.120069,,,,,,1.0
2016-04-06 23:55:50.120244,,,,,,1.0
2016-04-06 23:55:50.120503,,,38.92,,,
2016-04-06 23:55:50.120561,,,,50.0,,
2016-04-06 23:55:50.120744,,,,50.0,,
2016-04-06 23:55:50.120929,,35.0,,,,
2016-04-06 23:55:50.341247,,,38.93,,,
2016-04-06 23:55:50.341397,,,,1.0,,
2016-04-06 23:55:50.341646,,,,1.0,,
2016-04-06 23:55:50.684807,,,38.92,,,
2016-04-06 23:55:50.684970,,,,33.0,,
2016-04-06 23:55:50.685335,38.93,,,,,
2016-04-06 23:55:50.685417,,2.0,,,,
2016-04-06 23:55:50.685668,,,,33.0,,
2016-04-06 23:55:50.685912,,2.0,,,,
2016-04-06 23:55:50.907761,38.94,,,,,
2016-04-06 23:55:50.907911,,50.0,,,,
2016-04-06 23:55:50.908172,,,,26.0,,
2016-04-06 23:55:50.908430,,50.0,,,,
2016-04-06 23:55:50.908773,,,38.93,,,
2016-04-06 23:55:50.908852,,,,3.0,,
2016-04-06 23:55:50.909087,,,,3.0,,
2016-04-06 23:55:50.909344,,32.0,,,,
2016-04-06 23:55:51.131527,,,,,,4.0
2016-04-06 23:55:51.887337,,,,6.0,,
2016-04-06 23:55:51.887669,,25.0,,,,
2016-04-06 23:55:52.789496,,,38.92,,,
2016-04-06 23:55:52.789646,,,,44.0,,
2016-04-06 23:55:52.789904,,,,44.0,,
2016-04-06 23:55:52.790159,,37.0,,,,
2016-04-06 23:55:53.012732,38.93,,,,,
2016-04-06 23:55:53.012849,,1.0,,,,
2016-04-06 23:55:53.013049,,,,40.0,,
2016-04-06 23:55:53.013235,,1.0,,,,
2016-04-06 23:55:53.013505,,,38.91,,,
2016-04-06 23:55:53.013565,,,,61.0,,
2016-04-06 23:55:53.013752,,,,61.0,,
2016-04-06 23:55:53.013942,,17.0,,,,
2016-04-06 23:55:53.236181,38.92,,,,,
2016-04-06 23:55:53.236334,,1.0,,,,
2016-04-06 23:55:53.236625,,,,56.0,,
2016-04-06 23:55:53.236849,,1.0,,,,
2016-04-06 23:55:53.459699,,,,,38.92,
2016-04-06 23:55:53.459770,,,,,,1.0
2016-04-06 23:55:53.460112,,,,,,1.0
2016-04-06 23:55:53.460383,,,,5.0,,
2016-04-06 23:55:53.460581,,19.0,,,,
2016-04-06 23:55:53.692203,,,,1.0,,
2016-04-06 23:55:54.393467,,,38.9,,,
2016-04-06 23:55:54.393615,,,,57.0,,
2016-04-06 23:55:54.393873,,,,57.0,,
2016-04-06 23:55:54.394129,,32.0,,,,
2016-04-06 23:55:54.616258,,,38.91,,,
2016-04-06 23:55:54.616335,,,,2.0,,
2016-04-06 23:55:54.616434,,,,2.0,,
2016-04-06 23:55:54.616536,,35.0,,,,
2016-04-06 23:55:54.838982,,,,8.0,,
2016-04-06 23:55:54.839311,,25.0,,,,
2016-04-06 23:55:55.796623,,,,14.0,,
2016-04-06 23:55:55.796954,,27.0,,,,
2016-04-06 23:55:56.598325,,,,,,2.0
2016-04-06 23:55:56.598598,,,38.92,,,
2016-04-06 23:55:56.598641,,,,2.0,,
2016-04-06 23:55:56.598794,38.93,,,,,
2016-04-06 23:55:56.598830,,63.0,,,,
2016-04-06 23:55:56.598965,,,,2.0,,
2016-04-06 23:55:56.599162,,63.0,,,,
2016-04-06 23:55:57.300062,,,38.91,,,
2016-04-06 23:55:57.300208,,,,36.0,,
2016-04-06 23:55:57.300559,38.92,,,,,
2016-04-06 23:55:57.300642,,2.0,,,,
2016-04-06 23:55:57.300909,,,,36.0,,
2016-04-06 23:55:57.301094,,2.0,,,,
2016-04-06 23:55:57.523469,,,,13.0,,
2016-04-06 23:55:57.523788,,4.0,,,,
2016-04-06 23:55:57.747337,,,,,,5.0
2016-04-06 23:55:57.747601,,,,10.0,,
2016-04-06 23:55:57.747855,,19.0,,,,
2016-04-06 23:55:57.969255,,,,3.0,,
2016-04-06 23:55:57.969588,,29.0,,,,
2016-04-06 23:55:58.603889,,,,,,3.0
2016-04-06 23:55:58.604264,,,38.9,,,
2016-04-06 23:55:58.604348,,,,30.0,,
2016-04-06 23:55:58.604598,,,,30.0,,
2016-04-06 23:55:58.604849,,44.0,,,,
2016-04-06 23:55:58.825694,,,,32.0,,
2016-04-06 23:55:58.825848,,43.0,,,,
2016-04-06 23:55:59.203861,,,38.91,,,
2016-04-06 23:55:59.203980,,,,1.0,,
2016-04-06 23:55:59.204169,,,,1.0,,
2016-04-06 23:55:59.204361,,39.0,,,,
2016-04-06 23:55:59.806200,,,,,38.9,
2016-04-06 23:55:59.806270,,,,,,1.0
2016-04-06 23:55:59.806454,,,,,,1.0
2016-04-06 23:55:59.806720,,,38.9,,,
2016-04-06 23:55:59.806780,,,,52.0,,
2016-04-06 23:55:59.807033,38.91,,,,,
2016-04-06 23:55:59.807092,,4.0,,,,
2016-04-06 23:55:59.807276,,,,52.0,,
2016-04-06 23:55:59.807456,,4.0,,,,
2016-04-06 23:56:00.252526,,,,,38.91,
2016-04-06 23:56:00.252619,,,,,,1.0
2016-04-06 23:56:00.252975,38.92,,,,,
2016-04-06 23:56:00.253057,,43.0,,,,
2016-04-06 23:56:00.253331,,,,31.0,,
2016-04-06 23:56:00.253525,,43.0,,,,
2016-04-06 23:56:00.253917,,,,,,4.0
2016-04-06 23:56:00.254172,38.91,,,,,
2016-04-06 23:56:00.254229,,1.0,,,,
2016-04-06 23:56:00.254416,,,,43.0,,
2016-04-06 23:56:00.254598,,1.0,,,,
2016-04-06 23:56:00.475539,,,,,,1.0
2016-04-06 23:56:00.707977,,,,,,5.0
2016-04-06 23:56:00.931081,,,,,,1.0
2016-04-06 23:56:01.154446,,,,15.0,,
2016-04-06 23:56:01.154765,,6.0,,,,
2016-04-06 23:56:01.155026,,,,25.0,,
2016-04-06 23:56:01.155276,,2.0,,,,
2016-04-06 23:56:01.377694,,,,26.0,,
2016-04-06 23:56:01.378640,,,,,,6.0
2016-04-06 23:56:01.600870,,,,,,1.0
2016-04-06 23:56:01.601137,,,,11.0,,
2016-04-06 23:56:01.601382,,5.0,,,,
2016-04-06 23:56:01.823971,,,38.91,,,
2016-04-06 23:56:01.824120,,,,9.0,,
2016-04-06 23:56:01.824589,38.92,,,,,
2016-04-06 23:56:01.824702,,15.0,,,,
2016-04-06 23:56:01.824947,,,,9.0,,
2016-04-06 23:56:01.825226,,15.0,,,,
2016-04-06 23:56:01.825416,,,,20.0,,
2016-04-06 23:56:01.825620,,5.0,,,,
2016-04-06 23:56:02.412058,,,,,,9.0
2016-04-06 23:56:02.636359,,,,,38.92,
2016-04-06 23:56:02.636453,,,,,,5.0
2016-04-06 23:56:02.636700,,,,,,5.0
2016-04-06 23:56:02.637052,,,38.92,,,
2016-04-06 23:56:02.637138,,,,21.0,,
2016-04-06 23:56:02.637478,38.93,,,,,
2016-04-06 23:56:02.637540,,7.0,,,,
2016-04-06 23:56:02.637725,,,,21.0,,
2016-04-06 23:56:02.637907,,7.0,,,,
2016-04-06 23:56:02.859290,,,,,38.93,
2016-04-06 23:56:02.859384,,,,,,1.0
2016-04-06 23:56:02.859630,,,,,,1.0
2016-04-06 23:56:02.859975,,,38.93,,,
2016-04-06 23:56:02.860056,,,,3.0,,
2016-04-06 23:56:02.860402,38.94,,,,,
2016-04-06 23:56:02.860486,,45.0,,,,
2016-04-06 23:56:02.860722,,,,3.0,,
2016-04-06 23:56:02.860974,,45.0,,,,
2016-04-06 23:56:02.861221,,,,2.0,,
2016-04-06 23:56:02.861409,,42.0,,,,
2016-04-06 23:56:03.815487,,,,3.0,,
2016-04-06 23:56:03.815915,,36.0,,,,
2016-04-06 23:56:04.817494,,,,2.0,,
2016-04-06 23:56:04.817824,,39.0,,,,
2016-04-06 23:56:05.041626,,,38.92,,,
2016-04-06 23:56:05.041718,,,,59.0,,
2016-04-06 23:56:05.041970,,,,59.0,,
2016-04-06 23:56:05.042225,,46.0,,,,
2016-04-06 23:56:05.264352,,,,,,2.0
2016-04-06 23:56:05.264716,,,,49.0,,
2016-04-06 23:56:05.265089,,,38.93,,,
2016-04-06 23:56:05.265185,,,,5.0,,
2016-04-06 23:56:05.265427,,,,5.0,,
2016-04-06 23:56:05.265744,,27.0,,,,
2016-04-06 23:56:05.519284,,10.0,,,,
2016-04-06 23:56:05.743369,,,,,38.94,
2016-04-06 23:56:05.743463,,,,,,6.0
2016-04-06 23:56:05.743705,,,,,,6.0
2016-04-06 23:56:05.743957,,,,22.0,,
2016-04-06 23:56:05.744198,,5.0,,,,
2016-04-06 23:56:05.744495,38.95,,,,,
2016-04-06 23:56:05.744555,,79.0,,,,
2016-04-06 23:56:05.744740,,79.0,,,,
2016-04-06 23:56:05.995106,,,,47.0,,
2016-04-06 23:56:06.217790,,,,46.0,,
2016-04-06 23:56:06.217934,,80.0,,,,
2016-04-06 23:56:06.596400,,,,,,2.0
2016-04-06 23:56:06.819411,,,38.94,,,
2016-04-06 23:56:06.819561,,,,1.0,,
2016-04-06 23:56:06.819851,,,,1.0,,
2016-04-06 23:56:07.042169,,81.0,,,,
2016-04-06 23:56:07.265389,,,38.93,,,
2016-04-06 23:56:07.265506,,,,40.0,,
2016-04-06 23:56:07.265768,38.94,,,,,
2016-04-06 23:56:07.265829,,1.0,,,,
2016-04-06 23:56:07.266013,,,,40.0,,
2016-04-06 23:56:07.266194,,1.0,,,,
2016-04-06 23:56:07.266458,,,38.94,,,
2016-04-06 23:56:07.266516,,,,15.0,,
2016-04-06 23:56:07.266816,38.95,,,,,
2016-04-06 23:56:07.266886,,6.0,,,,
2016-04-06 23:56:07.267100,,,,15.0,,
2016-04-06 23:56:07.267283,,6.0,,,,
2016-04-06 23:56:07.489156,,,,,,9.0
2016-04-06 23:56:07.489422,,,,10.0,,
2016-04-06 23:56:07.711433,,,,18.0,,
2016-04-06 23:56:07.711684,,5.0,,,,
2016-04-06 23:56:07.712171,,,,,38.95,
2016-04-06 23:56:07.712232,,,,,,1.0
2016-04-06 23:56:07.712411,,,,,,1.0
2016-04-06 23:56:07.934684,,,,22.0,,
2016-04-06 23:56:07.935024,,1.0,,,,
2016-04-06 23:56:08.158376,,,38.95,,,
2016-04-06 23:56:08.158493,,,,2.0,,
2016-04-06 23:56:08.158769,38.96,,,,,
2016-04-06 23:56:08.158833,,106.0,,,,
2016-04-06 23:56:08.159012,,,,2.0,,
2016-04-06 23:56:08.159208,,106.0,,,,
2016-04-06 23:56:08.400633,,,38.94,,,
2016-04-06 23:56:08.400784,,,,48.0,,
2016-04-06 23:56:08.401040,,,,48.0,,
2016-04-06 23:56:08.401304,,105.0,,,,
2016-04-06 23:56:08.623672,,,,,,2.0
2016-04-06 23:56:08.624055,38.95,,,,,
2016-04-06 23:56:08.624140,,4.0,,,,
2016-04-06 23:56:08.624389,,,,11.0,,
2016-04-06 23:56:08.624628,,4.0,,,,
2016-04-06 23:56:08.846656,,,,16.0,,
2016-04-06 23:56:08.846979,,2.0,,,,
2016-04-06 23:56:09.302245,38.96,,,,,
2016-04-06 23:56:09.302396,,108.0,,,,
2016-04-06 23:56:09.302656,,,,29.0,,
2016-04-06 23:56:09.302920,,108.0,,,,
2016-04-06 23:56:09.603654,,,,,,1.0
2016-04-06 23:56:10.204639,38.95,,,,,
2016-04-06 23:56:10.204795,,13.0,,,,
2016-04-06 23:56:10.205045,,,,5.0,,
2016-04-06 23:56:10.205301,,13.0,,,,
2016-04-06 23:56:10.428436,,,,,38.94,
2016-04-06 23:56:10.428543,,,,,,3.0
2016-04-06 23:56:10.428744,,,,,,3.0
2016-04-06 23:56:10.429011,,,38.93,,,
2016-04-06 23:56:10.429071,,,,24.0,,
2016-04-06 23:56:10.429256,,,,24.0,,
2016-04-06 23:56:10.429442,,58.0,,,,
2016-04-06 23:56:10.429698,38.94,,,,,
2016-04-06 23:56:10.429756,,1.0,,,,
2016-04-06 23:56:10.429935,,1.0,,,,
2016-04-06 23:56:10.705947,,,,17.0,,
2016-04-06 23:56:10.706267,,4.0,,,,
2016-04-06 23:56:11.107356,38.95,,,,,
2016-04-06 23:56:11.107506,,60.0,,,,
2016-04-06 23:56:11.107764,,,,25.0,,
2016-04-06 23:56:11.108019,,60.0,,,,
2016-04-06 23:56:11.330640,,,,,,2.0
2016-04-06 23:56:11.553862,38.94,,,,,
2016-04-06 23:56:11.554026,,1.0,,,,
2016-04-06 23:56:11.554293,,,,20.0,,
2016-04-06 23:56:11.554541,,1.0,,,,
2016-04-06 23:56:11.554898,,,38.92,,,
2016-04-06 23:56:11.554977,,,,86.0,,
2016-04-06 23:56:11.555223,,,,86.0,,
2016-04-06 23:56:11.555479,,46.0,,,,
2016-04-06 23:56:12.009988,38.93,,,,,
2016-04-06 23:56:12.010139,,3.0,,,,
2016-04-06 23:56:12.010397,,,,45.0,,
2016-04-06 23:56:12.010642,,3.0,,,,
2016-04-06 23:56:12.410951,,,,20.0,,
2016-04-06 23:56:12.411289,,5.0,,,,
2016-04-06 23:56:12.912599,,,,9.0,,
2016-04-06 23:56:12.912916,,6.0,,,,
2016-04-06 23:56:13.135566,,,,19.0,,
2016-04-06 23:56:13.514122,38.94,,,,,
2016-04-06 23:56:13.514274,,55.0,,,,
2016-04-06 23:56:13.514535,,,,32.0,,
2016-04-06 23:56:13.514792,,55.0,,,,
2016-04-06 23:56:14.516803,,,,40.0,,
2016-04-06 23:56:14.517134,,52.0,,,,
2016-04-06 23:56:14.740159,38.93,,,,,
2016-04-06 23:56:14.740310,,4.0,,,,
2016-04-06 23:56:14.740560,,4.0,,,,
2016-04-06 23:56:15.619679,,,,48.0,,
2016-04-06 23:56:15.921371,,,,,38.92,
2016-04-06 23:56:15.921464,,,,,,1.0
2016-04-06 23:56:15.921706,,,,,,1.0
2016-04-06 23:56:15.921949,,,,6.0,,
2016-04-06 23:56:15.922201,,23.0,,,,
2016-04-06 23:56:16.143286,,,,14.0,,
2016-04-06 23:56:16.143617,,11.0,,,,
2016-04-06 23:56:16.822540,,,,27.0,,
2016-04-06 23:56:16.822859,,9.0,,,,
2016-04-06 23:56:17.123586,,,,9.0,,
2016-04-06 23:56:17.123914,,40.0,,,,
2016-04-06 23:56:17.346603,,,,7.0,,
2016-04-06 23:56:17.346941,,9.0,,,,
2016-04-06 23:56:17.347204,,20.0,,,,
2016-04-06 23:56:17.569898,,9.0,,,,
2016-04-06 23:56:17.570442,,33.0,,,,
2016-04-06 23:56:18.427741,,,,,,2.0
2016-04-06 23:56:18.650733,,,38.91,,,
2016-04-06 23:56:18.650880,,,,19.0,,
2016-04-06 23:56:18.651139,,,,19.0,,
2016-04-06 23:56:18.651394,,59.0,,,,
2016-04-06 23:56:18.651740,38.92,,,,,
2016-04-06 23:56:18.651818,,2.0,,,,
2016-04-06 23:56:18.652062,,,,12.0,,
2016-04-06 23:56:18.652302,,2.0,,,,
2016-04-06 23:56:18.873831,38.93,,,,,
2016-04-06 23:56:18.873985,,58.0,,,,
2016-04-06 23:56:18.874248,,,,15.0,,
2016-04-06 23:56:18.874506,,58.0,,,,
2016-04-06 23:56:19.096457,38.92,,,,,
2016-04-06 23:56:19.096606,,1.0,,,,
2016-04-06 23:56:19.096864,,,,16.0,,
2016-04-06 23:56:19.097123,,1.0,,,,
2016-04-06 23:56:19.319273,38.93,,,,,
2016-04-06 23:56:19.319409,,53.0,,,,
2016-04-06 23:56:19.319662,,,,21.0,,
2016-04-06 23:56:19.319900,,53.0,,,,
2016-04-06 23:56:19.542970,,,,,,7.0
2016-04-06 23:56:20.131809,,,,23.0,,
2016-04-06 23:56:20.633644,,,,,38.93,
2016-04-06 23:56:20.633713,,,,,,1.0
2016-04-06 23:56:20.633893,,,,,,1.0
2016-04-06 23:56:20.634149,,,38.92,,,
2016-04-06 23:56:20.634209,,,,1.0,,
2016-04-06 23:56:20.634385,,,,1.0,,
2016-04-06 23:56:20.634572,,52.0,,,,
2016-04-06 23:56:21.635582,,,,4.0,,
2016-04-06 23:56:21.635909,,27.0,,,,
2016-04-06 23:56:22.637814,,,,6.0,,
2016-04-06 23:56:22.638147,,21.0,,,,
2016-04-06 23:56:23.640075,,,,5.0,,
2016-04-06 23:56:23.640407,,26.0,,,,
2016-04-06 23:56:24.242596,,,,,38.92,
2016-04-06 23:56:24.242666,,,,,,1.0
2016-04-06 23:56:24.643014,,,,4.0,,
2016-04-06 23:56:24.643344,,28.0,,,,
2016-04-06 23:56:25.690641,,,,1.0,,
2016-04-06 23:56:25.690967,,38.0,,,,
2016-04-06 23:56:25.914497,,,38.91,,,
2016-04-06 23:56:25.914642,,,,21.0,,
2016-04-06 23:56:25.915002,38.92,,,,,
2016-04-06 23:56:25.915084,,1.0,,,,
2016-04-06 23:56:25.915334,,,,21.0,,
2016-04-06 23:56:25.915560,,1.0,,,,
2016-04-06 23:56:26.147399,38.93,,,,,
2016-04-06 23:56:26.147549,,51.0,,,,
2016-04-06 23:56:26.147824,,,,16.0,,
2016-04-06 23:56:26.148086,,51.0,,,,
2016-04-06 23:56:26.370871,,,,,,7.0
2016-04-06 23:56:26.371085,,,,27.0,,
2016-04-06 23:56:26.371278,,48.0,,,,
2016-04-06 23:56:26.648663,,,,22.0,,
2016-04-06 23:56:26.648992,,49.0,,,,
2016-04-06 23:56:26.872403,,,38.92,,,
2016-04-06 23:56:26.872552,,,,4.0,,
2016-04-06 23:56:26.872803,,,,4.0,,
2016-04-06 23:56:26.873358,,42.0,,,,
2016-04-06 23:56:27.150018,,,38.91,,,
2016-04-06 23:56:27.150169,,,,36.0,,
2016-04-06 23:56:27.150429,,,,36.0,,
2016-04-06 23:56:27.150682,,45.0,,,,
2016-04-06 23:56:28.152132,,,,27.0,,
2016-04-06 23:56:28.152383,,59.0,,,,
2016-04-06 23:56:28.375895,38.92,,,,,
2016-04-06 23:56:28.376047,,2.0,,,,
2016-04-06 23:56:28.376320,,,,26.0,,
2016-04-06 23:56:28.376573,,2.0,,,,
2016-04-06 23:56:28.377340,,,,,,1.0
2016-04-06 23:56:28.377608,38.93,,,,,
2016-04-06 23:56:28.377666,,62.0,,,,
2016-04-06 23:56:28.377851,,,,23.0,,
2016-04-06 23:56:28.378037,,62.0,,,,
2016-04-06 23:56:28.753598,38.92,,,,,
2016-04-06 23:56:28.753789,,1.0,,,,
2016-04-06 23:56:28.754011,,,,19.0,,
2016-04-06 23:56:28.754216,,1.0,,,,
2016-04-06 23:56:28.976905,,,,3.0,,
2016-04-06 23:56:28.977237,,26.0,,,,
2016-04-06 23:56:29.200340,,,,,38.91,
2016-04-06 23:56:29.200431,,,,,,1.0
2016-04-06 23:56:29.200785,,,38.9,,,
2016-04-06 23:56:29.200867,,,,51.0,,
2016-04-06 23:56:29.201116,,,,51.0,,
2016-04-06 23:56:29.201369,,57.0,,,,
2016-04-06 23:56:30.056861,,56.0,,,,
2016-04-06 23:56:30.279813,,,38.91,,,
2016-04-06 23:56:30.279929,,,,6.0,,
2016-04-06 23:56:30.280117,,,,6.0,,
2016-04-06 23:56:30.280309,,30.0,,,,
2016-04-06 23:56:31.259233,,,,5.0,,
2016-04-06 23:56:31.259553,,26.0,,,,
2016-04-06 23:56:31.660817,,,,7.0,,
2016-04-06 23:56:31.661155,,8.0,,,,
2016-04-06 23:56:31.885332,,,,,38.92,
2016-04-06 23:56:31.885424,,,,,,4.0
2016-04-06 23:56:31.885666,,,,,,4.0
2016-04-06 23:56:31.886015,38.93,,,,,
2016-04-06 23:56:31.886094,,51.0,,,,
2016-04-06 23:56:31.886339,,,,24.0,,
2016-04-06 23:56:31.886588,,51.0,,,,
2016-04-06 23:56:32.162214,,,,42.0,,
2016-04-06 23:56:32.162545,,47.0,,,,
2016-04-06 23:56:32.385347,,,38.92,,,
2016-04-06 23:56:32.385498,,,,1.0,,
2016-04-06 23:56:32.385746,,,,1.0,,
2016-04-06 23:56:32.386002,,46.0,,,,
2016-04-06 23:56:32.886688,,,,,,1.0
2016-04-06 23:56:32.887154,,,38.91,,,
2016-04-06 23:56:32.887244,,,,43.0,,
2016-04-06 23:56:32.887497,,,,43.0,,
2016-04-06 23:56:33.465216,,,38.92,,,
2016-04-06 23:56:33.465334,,,,4.0,,
2016-04-06 23:56:33.465521,,,,4.0,,
2016-04-06 23:56:33.465713,,21.0,,,,
2016-04-06 23:56:34.468324,,31.0,,,,
2016-04-06 23:56:35.471234,,,,2.0,,
2016-04-06 23:56:35.471448,,43.0,,,,
2016-04-06 23:56:35.972996,,,,6.0,,
2016-04-06 23:56:35.973332,,19.0,,,,
2016-04-06 23:56:36.775595,,,,,38.93,
2016-04-06 23:56:36.775687,,,,,,1.0
2016-04-06 23:56:36.776163,38.94,,,,,
2016-04-06 23:56:36.776362,,63.0,,,,
2016-04-06 23:56:36.776658,,,,37.0,,
2016-04-06 23:56:36.776915,,63.0,,,,
2016-04-06 23:56:36.997898,,,38.93,,,
2016-04-06 23:56:36.998014,,,,2.0,,
2016-04-06 23:56:36.998202,,,,2.0,,
2016-04-06 23:56:36.998441,,48.0,,,,
2016-04-06 23:56:37.777227,,,,1.0,,
2016-04-06 23:56:37.777384,,52.0,,,,
2016-04-06 23:56:38.179059,,,,,,10.0
2016-04-06 23:56:38.179435,,,38.92,,,
2016-04-06 23:56:38.179520,,,,49.0,,
2016-04-06 23:56:38.179768,,,,49.0,,
2016-04-06 23:56:38.180025,,49.0,,,,
2016-04-06 23:56:38.402035,,,38.93,,,
2016-04-06 23:56:38.402178,,,,1.0,,
2016-04-06 23:56:38.402430,,,,1.0,,
2016-04-06 23:56:38.402704,,50.0,,,,
2016-04-06 23:56:39.280347,,,,2.0,,
2016-04-06 23:56:40.283166,,,,1.0,,
2016-04-06 23:56:40.283494,,51.0,,,,
2016-04-06 23:56:41.085639,,,,,,1.0
2016-04-06 23:56:41.086013,,,38.92,,,
2016-04-06 23:56:41.086099,,,,33.0,,
2016-04-06 23:56:41.086600,38.93,,,,,
2016-04-06 23:56:41.086692,,1.0,,,,
2016-04-06 23:56:41.086943,,,,33.0,,
2016-04-06 23:56:41.087184,,1.0,,,,
2016-04-06 23:56:41.587052,38.94,,,,,
2016-04-06 23:56:41.587203,,62.0,,,,
2016-04-06 23:56:41.587459,,,,29.0,,
2016-04-06 23:56:41.587714,,62.0,,,,
2016-04-06 23:56:41.810357,,,38.93,,,
2016-04-06 23:56:41.810513,,,,1.0,,
2016-04-06 23:56:41.810761,,,,1.0,,
2016-04-06 23:56:41.811014,,54.0,,,,
2016-04-06 23:56:42.689671,,53.0,,,,
2016-04-06 23:56:43.692468,,51.0,,,,
2016-04-06 23:56:44.093193,,,,13.0,,
2016-04-06 23:56:44.093517,,6.0,,,,
2016-04-06 23:56:44.316352,,,,5.0,,
2016-04-06 23:56:44.316683,,26.0,,,,
2016-04-06 23:56:45.096104,,,,1.0,,
2016-04-06 23:56:45.096431,,39.0,,,,
2016-04-06 23:56:46.098431,,,,2.0,,
2016-04-06 23:56:46.098758,,40.0,,,,
2016-04-06 23:56:46.600169,,,,,,2.0
2016-04-06 23:56:46.600583,,,38.92,,,
2016-04-06 23:56:46.600670,,,,25.0,,
2016-04-06 23:56:46.601008,38.93,,,,,
2016-04-06 23:56:46.601106,,3.0,,,,
2016-04-06 23:56:46.601315,,,,25.0,,
2016-04-06 23:56:46.601494,,3.0,,,,
2016-04-06 23:56:47.000932,,,,2.0,,
2016-04-06 23:56:47.001261,,17.0,,,,
2016-04-06 23:56:47.224152,,,38.91,,,
2016-04-06 23:56:47.224296,,,,54.0,,
2016-04-06 23:56:47.224556,,,,54.0,,
2016-04-06 23:56:47.224812,,24.0,,,,
2016-04-06 23:56:47.502069,,,38.92,,,
2016-04-06 23:56:47.502183,,,,1.0,,
2016-04-06 23:56:47.502386,,,,1.0,,
2016-04-06 23:56:47.502553,,28.0,,,,
