,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-13 23:15:00.121795,,,,6.0,,
2016-04-13 23:15:00.122121,,20.0,,,,
2016-04-14 00:08:35.795398,,,43.4,,,
2016-04-14 00:08:35.795466,,,,29.0,,
2016-04-14 00:08:35.795684,,,,29.0,,
2016-04-14 00:08:35.795997,43.42,,,,,
2016-04-14 00:08:35.796036,,49.0,,,,
2016-04-14 00:08:35.796245,,49.0,,,,
2016-04-14 00:08:36.030337,,,,,43.4,
2016-04-14 00:08:36.030385,,,,,,1.0
2016-04-14 00:08:36.030547,,,,,,1.0
2016-04-14 00:08:36.032344,43.41,,,,,
2016-04-14 00:08:36.032380,,31.0,,,,
2016-04-14 00:08:36.032535,,,,8.0,,
2016-04-14 00:08:36.032697,,31.0,,,,
2016-04-14 00:08:36.396385,,34.0,,,,
2016-04-14 00:08:37.399531,,,,10.0,,
2016-04-14 00:08:37.399714,,25.0,,,,
2016-04-14 00:08:41.671011,,26.0,,,,
2016-04-14 00:08:41.671614,,,,,,2.0
2016-04-14 00:08:41.671964,,,,3.0,,
2016-04-14 00:08:41.672150,,35.0,,,,
2016-04-14 00:08:41.672478,,,,,,1.0
2016-04-14 00:08:41.672796,,,,2.0,,
2016-04-14 00:08:41.672947,,40.0,,,,
2016-04-14 00:08:41.673090,,,,6.0,,
2016-04-14 00:08:41.673241,,34.0,,,,
2016-04-14 00:08:41.748236,,,,17.0,,
2016-04-14 00:08:41.748393,,11.0,,,,
2016-04-14 00:08:41.983721,,,,,43.41,
2016-04-14 00:08:41.983843,,,,,,1.0
2016-04-14 00:08:41.984335,,,,30.0,,
2016-04-14 00:08:41.984472,,5.0,,,,
2016-04-14 00:08:42.219306,,,43.41,,,
2016-04-14 00:08:42.219456,,,,1.0,,
2016-04-14 00:08:42.219815,43.42,,,,,
2016-04-14 00:08:42.219899,,52.0,,,,
2016-04-14 00:08:42.220151,,,,1.0,,
2016-04-14 00:08:42.220359,,52.0,,,,
2016-04-14 00:08:42.220621,,,43.4,,,
2016-04-14 00:08:42.220679,,,,48.0,,
2016-04-14 00:08:42.220919,,,,48.0,,
2016-04-14 00:08:42.221111,,31.0,,,,
2016-04-14 00:08:42.617379,,,43.41,,,
2016-04-14 00:08:42.617531,,,,1.0,,
2016-04-14 00:08:42.617780,,,,1.0,,
2016-04-14 00:08:42.618035,,37.0,,,,
2016-04-14 00:08:42.852893,,,,,,5.0
2016-04-14 00:08:43.520078,,35.0,,,,
2016-04-14 00:08:44.523570,,,,4.0,,
2016-04-14 00:08:44.523897,,34.0,,,,
2016-04-14 00:08:46.027795,,33.0,,,,
2016-04-14 00:08:47.031574,,,,,,2.0
2016-04-14 00:08:47.032292,,,43.4,,,
2016-04-14 00:08:47.032377,,,,49.0,,
2016-04-14 00:08:47.032629,,,,49.0,,
2016-04-14 00:08:47.032887,,39.0,,,,
2016-04-14 00:08:47.432895,,,43.41,,,
2016-04-14 00:08:47.433138,,,,2.0,,
2016-04-14 00:08:47.433391,,,,2.0,,
2016-04-14 00:08:47.433646,,37.0,,,,
2016-04-14 00:08:47.668624,,,43.4,,,
2016-04-14 00:08:47.668777,,,,46.0,,
2016-04-14 00:08:47.669036,,,,46.0,,
2016-04-14 00:08:47.669291,,41.0,,,,
2016-04-14 00:08:48.635984,,,,37.0,,
2016-04-14 00:08:48.636357,,49.0,,,,
2016-04-14 00:08:50.141037,,48.0,,,,
2016-04-14 00:08:50.376145,,,43.41,,,
2016-04-14 00:08:50.376285,,,,1.0,,
2016-04-14 00:08:50.376628,,,,1.0,,
2016-04-14 00:08:51.344249,,,,4.0,,
2016-04-14 00:08:51.344407,,33.0,,,,
2016-04-14 00:08:51.947157,,,,31.0,,
2016-04-14 00:08:51.947402,,4.0,,,,
2016-04-14 00:08:52.182586,,,,,43.42,
2016-04-14 00:08:52.182742,,,,,,1.0
2016-04-14 00:08:52.182997,,,,,,1.0
2016-04-14 00:08:52.183485,,,43.42,,,
2016-04-14 00:08:52.183546,,,,12.0,,
2016-04-14 00:08:52.183800,43.43,,,,,
2016-04-14 00:08:52.183861,,7.0,,,,
2016-04-14 00:08:52.184072,,,,12.0,,
2016-04-14 00:08:52.184261,,7.0,,,,
2016-04-14 00:08:52.416534,,,,5.0,,
2016-04-14 00:08:52.416689,,18.0,,,,
2016-04-14 00:08:52.652217,,,,6.0,,
2016-04-14 00:08:52.652540,,9.0,,,,
2016-04-14 00:08:53.953781,,,,1.0,,
2016-04-14 00:08:53.953931,,24.0,,,,
2016-04-14 00:08:54.957025,,33.0,,,,
2016-04-14 00:08:55.191865,,,,4.0,,
2016-04-14 00:08:55.192003,,31.0,,,,
2016-04-14 00:08:55.427044,,,,6.0,,
2016-04-14 00:08:55.427241,,9.0,,,,
2016-04-14 00:08:55.661547,,,,2.0,,
2016-04-14 00:08:55.661704,,24.0,,,,
2016-04-14 00:08:56.562188,,,,4.0,,
2016-04-14 00:08:56.562550,,31.0,,,,
2016-04-14 00:08:56.963503,,,,9.0,,
2016-04-14 00:08:56.964163,,8.0,,,,
2016-04-14 00:08:57.966571,,,,13.0,,
2016-04-14 00:08:57.967030,,7.0,,,,
2016-04-14 00:08:58.968830,,,,25.0,,
2016-04-14 00:08:58.969316,,3.0,,,,
2016-04-14 00:08:59.970905,,,,28.0,,
2016-04-14 00:09:00.206903,,,,,43.43,
2016-04-14 00:09:00.207004,,,,,,2.0
2016-04-14 00:09:00.207156,,,,,,2.0
2016-04-14 00:09:00.207663,43.44,,,,,
2016-04-14 00:09:00.207716,,31.0,,,,
2016-04-14 00:09:00.207867,,,,46.0,,
2016-04-14 00:09:00.208018,,31.0,,,,
2016-04-14 00:09:00.473897,,,43.43,,,
2016-04-14 00:09:00.474049,,,,7.0,,
2016-04-14 00:09:00.474298,,,,7.0,,
2016-04-14 00:09:00.474553,,11.0,,,,
2016-04-14 00:09:00.709083,,,43.42,,,
2016-04-14 00:09:00.709235,,,,39.0,,
2016-04-14 00:09:00.709491,,,,39.0,,
2016-04-14 00:09:00.709747,,38.0,,,,
2016-04-14 00:09:01.075006,,,43.43,,,
2016-04-14 00:09:01.075083,,,,1.0,,
2016-04-14 00:09:01.075192,,,,1.0,,
2016-04-14 00:09:01.075303,,35.0,,,,
2016-04-14 00:09:01.712402,,,43.42,,,
2016-04-14 00:09:01.712554,,,,45.0,,
2016-04-14 00:09:01.712810,,,,45.0,,
2016-04-14 00:09:01.713392,,42.0,,,,
2016-04-14 00:09:01.978980,,,43.43,,,
2016-04-14 00:09:01.979104,,,,4.0,,
2016-04-14 00:09:01.979296,,,,4.0,,
2016-04-14 00:09:01.979493,,38.0,,,,
2016-04-14 00:09:02.982304,,36.0,,,,
2016-04-14 00:09:03.985463,,,,7.0,,
2016-04-14 00:09:03.985796,,30.0,,,,
2016-04-14 00:09:04.990591,,,,5.0,,
2016-04-14 00:09:04.990748,,48.0,,,,
2016-04-14 00:09:05.992101,,33.0,,,,
2016-04-14 00:09:06.995116,,44.0,,,,
2016-04-14 00:09:07.897926,,,,35.0,,
2016-04-14 00:09:07.898107,,5.0,,,,
2016-04-14 00:09:08.900887,,,,25.0,,
2016-04-14 00:09:08.901030,,2.0,,,,
2016-04-14 00:09:09.904414,,,,,43.44,
2016-04-14 00:09:09.904693,,,,,,1.0
2016-04-14 00:09:09.904972,,,,,,1.0
2016-04-14 00:09:09.905775,,,43.44,,,
2016-04-14 00:09:09.905972,,,,1.0,,
2016-04-14 00:09:09.906395,43.45,,,,,
2016-04-14 00:09:09.906480,,43.0,,,,
2016-04-14 00:09:09.906739,,,,1.0,,
2016-04-14 00:09:09.906997,,43.0,,,,
2016-04-14 00:09:10.806791,,,43.43,,,
2016-04-14 00:09:10.806834,,,,41.0,,
2016-04-14 00:09:10.806956,,,,41.0,,
2016-04-14 00:09:10.807067,,54.0,,,,
2016-04-14 00:09:11.809678,,,43.44,,,
2016-04-14 00:09:11.809762,,,,1.0,,
2016-04-14 00:09:11.809872,,,,1.0,,
2016-04-14 00:09:11.809983,,50.0,,,,
2016-04-14 00:09:12.813037,,,,5.0,,
2016-04-14 00:09:12.813194,,47.0,,,,
2016-04-14 00:09:13.816938,,,,4.0,,
2016-04-14 00:09:13.817154,,50.0,,,,
2016-04-14 00:09:14.819715,,34.0,,,,
2016-04-14 00:09:15.055552,,,,,,2.0
2016-04-14 00:09:15.822889,,,,2.0,,
2016-04-14 00:09:15.823053,,42.0,,,,
2016-04-14 00:09:16.058028,,,,,,1.0
2016-04-14 00:09:16.826319,,,,1.0,,
2016-04-14 00:09:18.432038,,43.0,,,,
2016-04-14 00:09:19.334720,,,,,43.43,
2016-04-14 00:09:19.334803,,,,,,4.0
2016-04-14 00:09:19.334912,,,,,,4.0
2016-04-14 00:09:19.335200,,,43.43,,,
2016-04-14 00:09:19.335236,,,,42.0,,
2016-04-14 00:09:19.335381,43.44,,,,,
2016-04-14 00:09:19.335416,,6.0,,,,
2016-04-14 00:09:19.335522,,,,42.0,,
2016-04-14 00:09:19.335626,,6.0,,,,
2016-04-14 00:09:19.570231,,,,6.0,,
2016-04-14 00:09:19.570632,,35.0,,,,
2016-04-14 00:09:19.570985,,,,7.0,,
2016-04-14 00:09:19.571353,,14.0,,,,
2016-04-14 00:09:19.804790,,,,4.0,,
2016-04-14 00:09:19.804946,,24.0,,,,
2016-04-14 00:09:20.040856,,,43.42,,,
2016-04-14 00:09:20.041005,,,,19.0,,
2016-04-14 00:09:20.041355,43.43,,,,,
2016-04-14 00:09:20.041436,,2.0,,,,
2016-04-14 00:09:20.041773,,,,19.0,,
2016-04-14 00:09:20.042055,,2.0,,,,
2016-04-14 00:09:20.339265,,,,4.0,,
2016-04-14 00:09:20.339533,,24.0,,,,
2016-04-14 00:09:20.639817,,,,6.0,,
2016-04-14 00:09:20.640148,,11.0,,,,
2016-04-14 00:09:21.777229,,,43.41,,,
2016-04-14 00:09:21.777349,,,,50.0,,
2016-04-14 00:09:21.777575,,,,50.0,,
2016-04-14 00:09:21.777839,,36.0,,,,
2016-04-14 00:09:22.244956,,,43.42,,,
2016-04-14 00:09:22.245109,,,,4.0,,
2016-04-14 00:09:22.245360,,,,4.0,,
2016-04-14 00:09:22.245630,,17.0,,,,
2016-04-14 00:09:23.247492,,,,5.0,,
2016-04-14 00:09:23.247647,,19.0,,,,
2016-04-14 00:09:23.749180,,,43.41,,,
2016-04-14 00:09:23.749258,,,,15.0,,
2016-04-14 00:09:23.749410,43.42,,,,,
2016-04-14 00:09:23.749446,,3.0,,,,
2016-04-14 00:09:23.749560,,,,15.0,,
2016-04-14 00:09:23.749659,,3.0,,,,
2016-04-14 00:09:23.985048,,,,,43.42,
2016-04-14 00:09:23.985171,,,,,,1.0
2016-04-14 00:09:23.985363,,,,,,1.0
2016-04-14 00:09:23.985850,43.43,,,,,
2016-04-14 00:09:23.985911,,49.0,,,,
2016-04-14 00:09:23.986097,,,,24.0,,
2016-04-14 00:09:23.986284,,49.0,,,,
2016-04-14 00:09:23.986565,43.42,,,,,
2016-04-14 00:09:23.986627,,2.0,,,,
2016-04-14 00:09:23.986812,,,,23.0,,
2016-04-14 00:09:23.986994,,2.0,,,,
2016-04-14 00:09:24.219633,43.43,,,,,
2016-04-14 00:09:24.219768,,48.0,,,,
2016-04-14 00:09:24.220030,,,,26.0,,
2016-04-14 00:09:24.220234,,48.0,,,,
2016-04-14 00:09:24.454624,43.42,,,,,
2016-04-14 00:09:24.454702,,1.0,,,,
2016-04-14 00:09:24.454814,,,,29.0,,
2016-04-14 00:09:24.454921,,1.0,,,,
2016-04-14 00:09:25.254587,,,,25.0,,
2016-04-14 00:09:25.254906,,3.0,,,,
2016-04-14 00:09:25.490374,,,,10.0,,
2016-04-14 00:09:25.490875,,32.0,,,,
2016-04-14 00:09:26.358307,,,,9.0,,
2016-04-14 00:09:26.358637,,34.0,,,,
2016-04-14 00:09:27.361353,,42.0,,,,
2016-04-14 00:09:28.364639,,47.0,,,,
2016-04-14 00:09:29.367811,,,,10.0,,
2016-04-14 00:09:29.368264,,27.0,,,,
2016-04-14 00:09:29.668744,,,,14.0,,
2016-04-14 00:09:29.669072,,11.0,,,,
2016-04-14 00:09:29.969711,,,,12.0,,
2016-04-14 00:09:29.970099,,21.0,,,,
2016-04-14 00:09:30.204918,,,,9.0,,
2016-04-14 00:09:30.205268,,34.0,,,,
2016-04-14 00:09:30.440037,,,,15.0,,
2016-04-14 00:09:30.440356,,5.0,,,,
2016-04-14 00:09:31.273959,,,,16.0,,
2016-04-14 00:09:31.274204,,4.0,,,,
2016-04-14 00:09:31.510390,,,43.42,,,
2016-04-14 00:09:31.510461,,,,3.0,,
2016-04-14 00:09:31.510808,43.43,,,,,
2016-04-14 00:09:31.510913,,40.0,,,,
2016-04-14 00:09:31.511100,,,,3.0,,
2016-04-14 00:09:31.511291,,40.0,,,,
2016-04-14 00:09:31.511474,,,,8.0,,
2016-04-14 00:09:31.511663,,10.0,,,,
2016-04-14 00:09:31.744339,,,,5.0,,
2016-04-14 00:09:31.744521,,15.0,,,,
2016-04-14 00:09:32.277641,,,,6.0,,
2016-04-14 00:09:32.278034,,12.0,,,,
2016-04-14 00:09:33.280566,,19.0,,,,
2016-04-14 00:09:33.516600,,,43.41,,,
2016-04-14 00:09:33.516691,,,,24.0,,
2016-04-14 00:09:33.516944,,,,24.0,,
2016-04-14 00:09:33.517197,,42.0,,,,
2016-04-14 00:09:33.751131,,,43.42,,,
2016-04-14 00:09:33.751283,,,,3.0,,
2016-04-14 00:09:33.751535,,,,3.0,,
2016-04-14 00:09:34.082813,,,,7.0,,
2016-04-14 00:09:34.083104,,21.0,,,,
2016-04-14 00:09:35.086840,,,,8.0,,
2016-04-14 00:09:35.087177,,22.0,,,,
2016-04-14 00:09:35.688548,,,,12.0,,
2016-04-14 00:09:35.688962,,6.0,,,,
2016-04-14 00:09:35.924066,,,,,43.43,
2016-04-14 00:09:35.924187,,,,,,1.0
2016-04-14 00:09:35.924779,43.44,,,,,
2016-04-14 00:09:35.924899,,41.0,,,,
2016-04-14 00:09:35.925163,,,,32.0,,
2016-04-14 00:09:35.925431,,41.0,,,,
2016-04-14 00:09:35.925694,,,,39.0,,
2016-04-14 00:09:35.925898,,38.0,,,,
2016-04-14 00:09:36.692544,,,,,,2.0
2016-04-14 00:09:36.927993,,,,32.0,,
2016-04-14 00:09:36.928325,,42.0,,,,
2016-04-14 00:09:37.162968,,,43.43,,,
2016-04-14 00:09:37.163120,,,,1.0,,
2016-04-14 00:09:37.163372,,,,1.0,,
2016-04-14 00:09:37.495259,,,43.42,,,
2016-04-14 00:09:37.495409,,,,31.0,,
2016-04-14 00:09:37.495665,,,,31.0,,
2016-04-14 00:09:37.495920,,46.0,,,,
2016-04-14 00:09:37.796560,,,,17.0,,
2016-04-14 00:09:37.797091,,52.0,,,,
2016-04-14 00:09:38.798358,,,,26.0,,
2016-04-14 00:09:38.798712,,48.0,,,,
2016-04-14 00:09:39.800769,,,,15.0,,
2016-04-14 00:09:39.801091,,52.0,,,,
2016-04-14 00:09:40.202911,,,,,,1.0
2016-04-14 00:09:40.203640,43.43,,,,,
2016-04-14 00:09:40.203745,,26.0,,,,
2016-04-14 00:09:40.203950,,,,6.0,,
2016-04-14 00:09:40.204146,,26.0,,,,
2016-04-14 00:09:40.437765,,20.0,,,,
2016-04-14 00:09:41.306262,,24.0,,,,
2016-04-14 00:09:41.542562,,,,,43.42,
2016-04-14 00:09:41.542708,,,,,,2.0
2016-04-14 00:09:41.542958,,,,,,2.0
2016-04-14 00:09:41.543602,,,43.41,,,
2016-04-14 00:09:41.543682,,,,17.0,,
2016-04-14 00:09:41.544032,43.42,,,,,
2016-04-14 00:09:41.544112,,16.0,,,,
2016-04-14 00:09:41.544347,,,,17.0,,
2016-04-14 00:09:41.544537,,16.0,,,,
2016-04-14 00:09:41.777087,,,,12.0,,
2016-04-14 00:09:41.777415,,12.0,,,,
2016-04-14 00:09:41.777668,,,,9.0,,
2016-04-14 00:09:41.777925,,27.0,,,,
2016-04-14 00:09:42.510399,,,,,,1.0
2016-04-14 00:09:42.745805,,34.0,,,,
2016-04-14 00:09:43.714218,,,,8.0,,
2016-04-14 00:09:43.714475,,32.0,,,,
2016-04-14 00:09:44.717355,,,,11.0,,
2016-04-14 00:09:44.717687,,25.0,,,,
2016-04-14 00:09:45.920515,,24.0,,,,
2016-04-14 00:09:46.923742,,,,9.0,,
2016-04-14 00:09:46.924071,,30.0,,,,
2016-04-14 00:09:47.926723,,26.0,,,,
2016-04-14 00:09:48.930104,,29.0,,,,
2016-04-14 00:09:49.532248,,,,,,2.0
2016-04-14 00:09:49.532972,43.43,,,,,
2016-04-14 00:09:49.533058,,47.0,,,,
2016-04-14 00:09:49.533308,,,,30.0,,
2016-04-14 00:09:49.533563,,47.0,,,,
2016-04-14 00:09:49.767273,43.42,,,,,
2016-04-14 00:09:49.767426,,1.0,,,,
2016-04-14 00:09:49.767684,,,,33.0,,
2016-04-14 00:09:49.767933,,1.0,,,,
2016-04-14 00:09:49.768306,,,43.42,,,
2016-04-14 00:09:49.768437,,,,6.0,,
2016-04-14 00:09:49.768802,43.43,,,,,
2016-04-14 00:09:49.768863,,13.0,,,,
2016-04-14 00:09:49.769042,,,,6.0,,
2016-04-14 00:09:49.769230,,13.0,,,,
2016-04-14 00:09:50.002185,,,,18.0,,
2016-04-14 00:09:50.002407,,2.0,,,,
2016-04-14 00:09:50.002619,43.44,,,,,
2016-04-14 00:09:50.002659,,48.0,,,,
2016-04-14 00:09:50.002769,,,,21.0,,
2016-04-14 00:09:50.002880,,48.0,,,,
2016-04-14 00:09:50.237359,,,,,,4.0
2016-04-14 00:09:50.237906,,,43.43,,,
2016-04-14 00:09:50.237968,,,,1.0,,
2016-04-14 00:09:50.238150,,,,1.0,,
2016-04-14 00:09:50.238339,,40.0,,,,
2016-04-14 00:09:50.473052,,,,,43.43,
2016-04-14 00:09:50.473204,,,,,,1.0
2016-04-14 00:09:50.473464,,,,,,1.0
2016-04-14 00:09:50.474056,,,43.42,,,
2016-04-14 00:09:50.474118,,,,36.0,,
2016-04-14 00:09:50.474306,,,,36.0,,
2016-04-14 00:09:50.474495,,41.0,,,,
2016-04-14 00:09:51.338705,,,,39.0,,
2016-04-14 00:09:51.573986,43.43,,,,,
2016-04-14 00:09:51.574134,,3.0,,,,
2016-04-14 00:09:51.574396,,,,23.0,,
2016-04-14 00:09:51.574643,,3.0,,,,
2016-04-14 00:09:51.840944,43.44,,,,,
2016-04-14 00:09:51.841093,,62.0,,,,
2016-04-14 00:09:51.841354,,,,29.0,,
2016-04-14 00:09:51.841708,,62.0,,,,
2016-04-14 00:09:52.843334,,,,33.0,,
2016-04-14 00:09:52.843626,,49.0,,,,
2016-04-14 00:09:53.846247,,,,31.0,,
2016-04-14 00:09:53.846579,,50.0,,,,
2016-04-14 00:09:54.247518,43.43,,,,,
2016-04-14 00:09:54.247671,,20.0,,,,
2016-04-14 00:09:54.247936,,,,11.0,,
2016-04-14 00:09:54.248198,,20.0,,,,
2016-04-14 00:09:54.483434,,,,,43.42,
2016-04-14 00:09:54.483558,,,,,,1.0
2016-04-14 00:09:54.483991,,,,9.0,,
2016-04-14 00:09:54.484187,,41.0,,,,
2016-04-14 00:09:54.749302,,,43.41,,,
2016-04-14 00:09:54.749452,,,,13.0,,
2016-04-14 00:09:54.749969,43.42,,,,,
2016-04-14 00:09:54.750126,,15.0,,,,
2016-04-14 00:09:54.750401,,,,13.0,,
2016-04-14 00:09:54.750667,,15.0,,,,
2016-04-14 00:09:55.251470,,,,9.0,,
2016-04-14 00:09:55.251796,,20.0,,,,
2016-04-14 00:09:55.486474,,,,,,7.0
2016-04-14 00:09:56.253554,,,,8.0,,
2016-04-14 00:09:56.253805,,34.0,,,,
2016-04-14 00:09:58.159095,,33.0,,,,
2016-04-14 00:09:58.760859,,,,21.0,,
2016-04-14 00:09:58.761101,,4.0,,,,
2016-04-14 00:09:58.995843,,,,9.0,,
2016-04-14 00:09:58.996047,,17.0,,,,
2016-04-14 00:09:58.996307,,,,8.0,,
2016-04-14 00:09:58.996490,,41.0,,,,
2016-04-14 00:09:59.231014,,,,10.0,,
2016-04-14 00:09:59.231343,,20.0,,,,
2016-04-14 00:09:59.231594,,,,8.0,,
2016-04-14 00:09:59.231854,,36.0,,,,
2016-04-14 00:10:01.269642,,37.0,,,,
2016-04-14 00:10:02.273272,,,,,43.41,
2016-04-14 00:10:02.273479,,,,,,1.0
2016-04-14 00:10:02.273945,,,,,,1.0
2016-04-14 00:10:02.277683,,,,7.0,,
2016-04-14 00:10:02.278588,,45.0,,,,
2016-04-14 00:10:02.574010,,,43.4,,,
2016-04-14 00:10:02.575165,,,,6.0,,
2016-04-14 00:10:02.576347,43.41,,,,,
2016-04-14 00:10:02.577254,,22.0,,,,
2016-04-14 00:10:02.578255,,,,6.0,,
2016-04-14 00:10:02.579236,,22.0,,,,
2016-04-14 00:10:02.809006,,,,9.0,,
2016-04-14 00:10:02.810582,,14.0,,,,
2016-04-14 00:10:03.075808,,,,6.0,,
2016-04-14 00:10:03.077316,,19.0,,,,
2016-04-14 00:10:03.311470,,,,,,7.0
2016-04-14 00:10:04.379952,,,,16.0,,
2016-04-14 00:10:04.381448,,5.0,,,,
2016-04-14 00:10:04.615315,,,,8.0,,
2016-04-14 00:10:04.616940,,10.0,,,,
2016-04-14 00:10:04.618020,,,,7.0,,
2016-04-14 00:10:04.618909,,17.0,,,,
2016-04-14 00:10:05.182531,,,,41.0,,
2016-04-14 00:10:05.184028,,5.0,,,,
2016-04-14 00:10:06.185613,,,,37.0,,
2016-04-14 00:10:06.187122,,2.0,,,,
2016-04-14 00:10:07.187981,,3.0,,,,
2016-04-14 00:10:08.091370,,,,,,3.0
2016-04-14 00:10:08.094142,,,43.41,,,
2016-04-14 00:10:08.095185,,,,21.0,,
2016-04-14 00:10:08.096166,43.42,,,,,
2016-04-14 00:10:08.096906,,1.0,,,,
2016-04-14 00:10:08.097668,,,,21.0,,
2016-04-14 00:10:08.098364,,1.0,,,,
2016-04-14 00:10:08.693073,,6.0,,,,
2016-04-14 00:10:08.994237,,,,28.0,,
2016-04-14 00:10:08.995637,,2.0,,,,
2016-04-14 00:10:09.996568,,,,11.0,,
2016-04-14 00:10:09.997782,,6.0,,,,
2016-04-14 00:10:10.232047,,,,25.0,,
2016-04-14 00:10:10.233540,,3.0,,,,
2016-04-14 00:10:10.234953,,,,,43.42,
2016-04-14 00:10:10.235737,,,,,,1.0
2016-04-14 00:10:10.236607,,,,,,1.0
2016-04-14 00:10:10.238388,43.43,,,,,
2016-04-14 00:10:10.238979,,53.0,,,,
2016-04-14 00:10:10.239678,,,,32.0,,
2016-04-14 00:10:10.240390,,53.0,,,,
2016-04-14 00:10:11.000673,,,,,43.4,
2016-04-14 00:10:11.001697,,,,,,5.0
2016-04-14 00:10:11.002398,,,,,,5.0
2016-04-14 00:10:11.004345,,,43.4,,,
2016-04-14 00:10:11.005078,,,,66.0,,
2016-04-14 00:10:11.005804,43.42,,,,,
2016-04-14 00:10:11.006224,,18.0,,,,
2016-04-14 00:10:11.006693,,,,66.0,,
2016-04-14 00:10:11.007174,,18.0,,,,
2016-04-14 00:10:11.236392,,,,,43.41,
2016-04-14 00:10:11.237700,,,,,,1.0
2016-04-14 00:10:11.238697,,,,,,1.0
2016-04-14 00:10:11.240544,43.41,,,,,
2016-04-14 00:10:11.241317,,2.0,,,,
2016-04-14 00:10:11.242183,,,,56.0,,
2016-04-14 00:10:11.242881,,2.0,,,,
2016-04-14 00:10:11.738204,,,,,43.4,
2016-04-14 00:10:11.739524,,,,,,1.0
2016-04-14 00:10:11.741591,,,43.39,,,
2016-04-14 00:10:11.742328,,,,44.0,,
2016-04-14 00:10:11.743262,43.4,,,,,
2016-04-14 00:10:11.744234,,1.0,,,,
2016-04-14 00:10:11.745220,,,,44.0,,
2016-04-14 00:10:11.746126,,1.0,,,,
2016-04-14 00:10:12.205010,43.41,,,,,
2016-04-14 00:10:12.206306,,48.0,,,,
2016-04-14 00:10:12.207390,,,,37.0,,
2016-04-14 00:10:12.208268,,48.0,,,,
2016-04-14 00:10:12.440159,43.4,,,,,
2016-04-14 00:10:12.441778,,1.0,,,,
2016-04-14 00:10:12.442770,,,,42.0,,
2016-04-14 00:10:12.443653,,1.0,,,,
2016-04-14 00:10:12.907495,43.41,,,,,
2016-04-14 00:10:12.908804,,44.0,,,,
2016-04-14 00:10:12.909893,,,,44.0,,
2016-04-14 00:10:12.910771,,44.0,,,,
2016-04-14 00:10:13.911258,,,,48.0,,
2016-04-14 00:10:13.912747,,37.0,,,,
2016-04-14 00:10:14.713960,43.4,,,,,
2016-04-14 00:10:14.715304,,1.0,,,,
2016-04-14 00:10:14.716588,,,,46.0,,
2016-04-14 00:10:14.717524,,1.0,,,,
2016-04-14 00:10:14.951409,43.41,,,,,
2016-04-14 00:10:14.952235,,41.0,,,,
2016-04-14 00:10:14.953119,,,,43.0,,
2016-04-14 00:10:14.953996,,41.0,,,,
2016-04-14 00:10:15.716720,,,,42.0,,
2016-04-14 00:10:15.718174,,40.0,,,,
2016-04-14 00:10:15.952458,,,43.4,,,
2016-04-14 00:10:15.953784,,,,21.0,,
2016-04-14 00:10:15.954880,,,,21.0,,
2016-04-14 00:10:15.955763,,8.0,,,,
2016-04-14 00:10:16.820335,,,,13.0,,
2016-04-14 00:10:16.821744,,9.0,,,,
2016-04-14 00:10:17.055818,,,,3.0,,
2016-04-14 00:10:17.057326,,10.0,,,,
2016-04-14 00:10:17.292247,,,,2.0,,
2016-04-14 00:10:17.526588,,,,,43.41,
2016-04-14 00:10:17.527772,,,,,,2.0
2016-04-14 00:10:17.528818,,,,,,2.0
2016-04-14 00:10:17.531077,,,,56.0,,
2016-04-14 00:10:17.531994,,2.0,,,,
2016-04-14 00:10:17.533069,43.42,,,,,
2016-04-14 00:10:17.533705,,25.0,,,,
2016-04-14 00:10:17.534420,,,,65.0,,
2016-04-14 00:10:17.535137,,25.0,,,,
2016-04-14 00:10:18.225071,,,43.41,,,
2016-04-14 00:10:18.226400,,,,12.0,,
2016-04-14 00:10:18.227373,,,,12.0,,
2016-04-14 00:10:18.228248,,10.0,,,,
2016-04-14 00:10:18.459879,,,,3.0,,
2016-04-14 00:10:18.461255,,14.0,,,,
2016-04-14 00:10:18.695820,,,,,,1.0
2016-04-14 00:10:18.698509,,,43.4,,,
2016-04-14 00:10:18.699258,,,,49.0,,
2016-04-14 00:10:18.700130,,,,49.0,,
2016-04-14 00:10:18.700999,,33.0,,,,
2016-04-14 00:10:18.930619,43.41,,,,,
2016-04-14 00:10:18.931934,,2.0,,,,
2016-04-14 00:10:18.932990,,,,43.0,,
2016-04-14 00:10:18.933872,,2.0,,,,
2016-04-14 00:10:19.165862,43.42,,,,,
2016-04-14 00:10:19.167184,,48.0,,,,
2016-04-14 00:10:19.168296,,,,41.0,,
2016-04-14 00:10:19.169171,,48.0,,,,
2016-04-14 00:10:20.030493,,,,55.0,,
2016-04-14 00:10:20.031975,,37.0,,,,
2016-04-14 00:10:20.267886,,,,43.0,,
2016-04-14 00:10:20.268949,,48.0,,,,
2016-04-14 00:10:21.435236,,,43.41,,,
2016-04-14 00:10:21.436543,,,,3.0,,
2016-04-14 00:10:21.437592,,,,3.0,,
2016-04-14 00:10:21.438492,,45.0,,,,
2016-04-14 00:10:22.137143,,42.0,,,,
2016-04-14 00:10:22.607460,,,,,43.42,
2016-04-14 00:10:22.608762,,,,,,8.0
2016-04-14 00:10:22.609840,,,,,,8.0
2016-04-14 00:10:22.611981,,,43.42,,,
2016-04-14 00:10:22.612731,,,,12.0,,
2016-04-14 00:10:22.613654,43.43,,,,,
2016-04-14 00:10:22.614236,,27.0,,,,
